292133,-1
79642,-1
28012,-1
153039,-1
171408,-1
480890,-1
166764,-1
46009,-1
287737,-1
197805,-1
190216,-1
369638,-1
33431,-1
344073,-1
486906,-1
581136,-1
96897,-1
430934,-1
449238,-1
514243,-1
375400,-1
538149,-1
385517,-1
518966,-1
110447,-1
475535,-1
196851,-1
220504,-1
100687,-1
221597,-1
190718,-1
422636,-1
229415,-1
339711,-1
521240,-1
354575,-1
119834,-1
485077,-1
264476,-1
508200,-1
167661,-1
511328,-1
538308,-1
238905,-1
293689,-1
559865,-1
144025,-1
499738,-1
535510,-1
20917,-1
376882,-1
117821,-1
340331,-1
69661,-1
205996,-1
414639,-1
112703,-1
208820,-1
313675,-1
56928,-1
166296,-1
222694,-1
327694,-1
37244,-1
23639,-1
540039,-1
378092,-1
568060,-1
254637,-1
518451,-1
407373,-1
226378,-1
454814,-1
80554,-1
553682,-1
208022,-1
113248,-1
317768,-1
136002,-1
275817,-1
468055,-1
10303,-1
400190,-1
248118,-1
331140,-1
470055,-1
363940,-1
104692,-1
342010,-1
168573,-1
246753,-1
333356,-1
283377,-1
571246,-1
91639,-1
183219,-1
17356,-1
413421,-1
54764,-1
355957,-1
444168,-1
349007,-1
144467,-1
372660,-1
397105,-1
201501,-1
549854,-1
564952,-1
109986,-1
193951,-1
52729,-1
122356,-1
475357,-1
488897,-1
84901,-1
313653,-1
256061,-1
148727,-1
350280,-1
286773,-1
477266,-1
197246,-1
42585,-1
198414,-1
197807,-1
52437,-1
183585,-1
235652,-1
546093,-1
98531,-1
539727,-1
494990,-1
434047,-1
38226,-1
490887,-1
23551,-1
44606,-1
30600,-1
28782,-1
55226,-1
289514,-1
429225,-1
344467,-1
1811,-1
529671,-1
492943,-1
4616,-1
379136,-1
47125,-1
244720,-1
311501,-1
436932,-1
93083,-1
481402,-1
304093,-1
321594,-1
496662,-1
11328,-1
432998,-1
28626,-1
318401,-1
369860,-1
228045,-1
6225,-1
469427,-1
241261,-1
248251,-1
88200,-1
414546,-1
502197,-1
268516,-1
266520,-1
303946,-1
137937,-1
125218,-1
529308,-1
451739,-1
2639,-1
446303,-1
54304,-1
388348,-1
577343,-1
327168,-1
493173,-1
130361,-1
415608,-1
486626,-1
500778,-1
307352,-1
273951,-1
477567,-1
529087,-1
52448,-1
447232,-1
418193,-1
382890,-1
298639,-1
294744,-1
335624,-1
518941,-1
230000,-1
62292,-1
297173,-1
506058,-1
464630,-1
372714,-1
28942,-1
404933,-1
48130,-1
292160,-1
215191,-1
281748,-1
170584,-1
175038,-1
468588,-1
445462,-1
55873,-1
15394,-1
353270,-1
577808,-1
358581,-1
432891,-1
526877,-1
470976,-1
205086,-1
409102,-1
175336,-1
173791,-1
567870,-1
167002,-1
92953,-1
475309,-1
314277,-1
195459,-1
408874,-1
239616,-1
499202,-1
469898,-1
273537,-1
518198,-1
18401,-1
116078,-1
279375,-1
223035,-1
177011,-1
155849,-1
564708,-1
415288,-1
545850,-1
913,-1
363593,-1
405215,-1
45808,-1
332816,-1
562895,-1
446383,-1
374575,-1
324012,-1
295940,-1
124364,-1
93230,-1
464056,-1
407460,-1
468826,-1
199484,-1
395019,-1
26985,-1
89741,-1
124331,-1
138094,-1
472553,-1
473587,-1
29943,-1
361406,-1
337609,-1
113370,-1
4947,-1
404208,-1
434866,-1
531201,-1
71229,-1
90251,-1
149257,-1
487038,-1
382101,-1
487788,-1
24105,-1
219268,-1
524866,-1
434305,-1
330901,-1
466530,-1
153080,-1
42429,-1
181022,-1
552623,-1
326570,-1
529795,-1
552852,-1
327337,-1
574384,-1
122355,-1
193931,-1
24520,-1
121762,-1
535788,-1
32068,-1
224282,-1
10414,-1
561947,-1
114392,-1
317323,-1
220289,-1
127710,-1
339489,-1
399165,-1
484476,-1
205931,-1
444799,-1
207880,-1
432444,-1
406073,-1
16518,-1
355477,-1
273874,-1
443937,-1
528851,-1
305501,-1
537596,-1
141240,-1
78642,-1
219030,-1
238448,-1
420617,-1
20929,-1
285296,-1
266133,-1
186883,-1
307270,-1
410266,-1
458184,-1
99211,-1
378149,-1
364359,-1
338215,-1
524476,-1
242145,-1
558748,-1
316595,-1
405604,-1
34100,-1
80948,-1
403746,-1
203349,-1
455558,-1
501698,-1
247979,-1
539930,-1
275917,-1
154373,-1
347736,-1
514156,-1
23038,-1
512583,-1
24129,-1
52843,-1
288164,-1
305055,-1
278452,-1
4444,-1
207077,-1
426470,-1
312785,-1
394620,-1
552163,-1
59079,-1
361866,-1
123731,-1
391831,-1
327860,-1
334285,-1
137406,-1
47928,-1
578184,-1
222447,-1
579329,-1
417299,-1
474319,-1
181155,-1
43029,-1
161438,-1
100638,-1
571702,-1
507908,-1
542159,-1
81721,-1
267780,-1
294837,-1
464598,-1
216357,-1
305106,-1
391678,-1
537960,-1
159356,-1
282042,-1
578567,-1
243187,-1
223752,-1
37140,-1
27706,-1
496516,-1
372959,-1
32329,-1
505729,-1
159081,-1
469137,-1
247660,-1
292087,-1
69145,-1
79486,-1
353507,-1
253675,-1
426209,-1
196691,-1
54572,-1
485179,-1
505708,-1
572061,-1
447118,-1
511930,-1
574983,-1
83862,-1
30261,-1
117203,-1
80207,-1
321173,-1
91307,-1
24730,-1
330752,-1
155340,-1
106290,-1
451160,-1
418315,-1
163594,-1
504318,-1
546959,-1
544475,-1
165395,-1
23949,-1
558634,-1
286129,-1
119560,-1
289693,-1
514209,-1
62743,-1
276218,-1
571311,-1
197583,-1
65329,-1
41818,-1
142534,-1
563692,-1
487378,-1
529,-1
486870,-1
47357,-1
341039,-1
468420,-1
474373,-1
272022,-1
569867,-1
344507,-1
477408,-1
499516,-1
96294,-1
133981,-1
539589,-1
242998,-1
213532,-1
212247,-1
86993,-1
417151,-1
19901,-1
450649,-1
215879,-1
34854,-1
408324,-1
340983,-1
151655,-1
158818,-1
237443,-1
365314,-1
183372,-1
116040,-1
5933,-1
444171,-1
256662,-1
460231,-1
304092,-1
109424,-1
534926,-1
80980,-1
471881,-1
43371,-1
440002,-1
180220,-1
305168,-1
26536,-1
291894,-1
87598,-1
92916,-1
376502,-1
541496,-1
204294,-1
334109,-1
66628,-1
306967,-1
13106,-1
216378,-1
227198,-1
146573,-1
90307,-1
334011,-1
190751,-1
84550,-1
453195,-1
311149,-1
331549,-1
146420,-1
282316,-1
444156,-1
488845,-1
273053,-1
319725,-1
72,-1
323592,-1
138501,-1
269621,-1
364437,-1
351134,-1
567368,-1
211221,-1
100012,-1
145452,-1
202264,-1
307108,-1
425628,-1
30418,-1
421128,-1
345302,-1
417141,-1
482665,-1
178510,-1
578070,-1
571366,-1
319396,-1
495666,-1
50791,-1
523870,-1
404812,-1
489333,-1
458475,-1
55294,-1
125473,-1
544209,-1
78358,-1
265074,-1
560309,-1
281595,-1
452737,-1
121901,-1
382006,-1
563444,-1
462589,-1
313220,-1
492550,-1
166959,-1
472836,-1
164435,-1
203216,-1
517492,-1
528117,-1
530650,-1
256819,-1
328412,-1
155379,-1
372412,-1
361394,-1
358411,-1
407301,-1
285679,-1
164499,-1
75846,-1
565360,-1
108557,-1
271118,-1
44954,-1
507322,-1
49123,-1
233485,-1
185258,-1
395221,-1
206363,-1
128729,-1
93599,-1
372790,-1
45058,-1
103437,-1
63860,-1
371807,-1
154124,-1
405995,-1
54228,-1
79667,-1
185991,-1
271814,-1
306837,-1
401885,-1
426087,-1
307603,-1
194000,-1
561453,-1
518499,-1
96223,-1
55665,-1
323581,-1
379871,-1
320701,-1
116987,-1
437783,-1
462833,-1
342206,-1
143777,-1
432593,-1
217822,-1
134072,-1
522992,-1
455362,-1
230117,-1
170623,-1
483757,-1
369369,-1
167712,-1
349974,-1
57579,-1
328185,-1
40957,-1
349140,-1
245105,-1
222983,-1
130122,-1
38920,-1
40603,-1
326832,-1
46764,-1
416018,-1
325966,-1
490870,-1
36941,-1
47347,-1
367271,-1
426513,-1
207654,-1
473134,-1
151403,-1
162993,-1
565600,-1
176596,-1
232420,-1
349791,-1
101468,-1
225870,-1
478328,-1
205093,-1
364797,-1
379285,-1
513015,-1
557434,-1
528941,-1
307507,-1
116147,-1
296675,-1
274986,-1
415933,-1
396330,-1
479452,-1
28010,-1
325149,-1
399970,-1
214373,-1
265553,-1
314139,-1
308522,-1
379313,-1
188216,-1
472027,-1
59483,-1
48162,-1
192707,-1
516110,-1
542818,-1
410110,-1
272716,-1
426872,-1
223373,-1
361248,-1
411291,-1
89253,-1
78407,-1
441180,-1
301943,-1
366480,-1
286414,-1
557081,-1
297206,-1
130215,-1
26939,-1
550834,-1
118605,-1
43960,-1
47173,-1
576931,-1
519548,-1
399122,-1
2886,-1
543182,-1
124893,-1
20362,-1
53546,-1
404066,-1
373212,-1
301187,-1
468190,-1
56313,-1
419650,-1
312744,-1
347189,-1
31391,-1
243824,-1
292386,-1
451206,-1
309710,-1
279108,-1
505645,-1
245116,-1
316109,-1
400968,-1
265273,-1
201722,-1
42972,-1
118644,-1
458862,-1
390515,-1
106750,-1
44266,-1
221881,-1
214955,-1
215481,-1
479864,-1
434370,-1
530097,-1
496214,-1
88274,-1
187757,-1
451647,-1
292833,-1
351328,-1
112253,-1
575743,-1
67786,-1
410378,-1
203175,-1
356941,-1
545312,-1
352651,-1
167248,-1
107970,-1
208931,-1
64733,-1
381642,-1
184879,-1
215224,-1
534548,-1
322843,-1
54717,-1
509859,-1
108859,-1
272420,-1
312398,-1
510063,-1
254666,-1
573724,-1
468884,-1
470951,-1
130221,-1
254210,-1
214589,-1
561168,-1
435471,-1
194154,-1
47972,-1
73903,-1
85998,-1
238630,-1
137999,-1
389965,-1
454611,-1
176558,-1
475610,-1
504338,-1
490356,-1
578459,-1
393909,-1
450551,-1
179470,-1
178144,-1
68786,-1
521199,-1
251789,-1
496215,-1
70415,-1
271280,-1
466664,-1
321070,-1
49979,-1
465468,-1
14036,-1
469293,-1
124829,-1
251523,-1
522316,-1
581057,-1
318251,-1
161818,-1
164935,-1
183788,-1
356880,-1
133153,-1
134242,-1
425647,-1
84649,-1
439465,-1
205940,-1
23176,-1
60684,-1
202326,-1
22729,-1
516808,-1
546474,-1
60269,-1
329054,-1
424388,-1
330785,-1
221701,-1
212690,-1
376258,-1
323585,-1
384595,-1
543795,-1
477774,-1
510806,-1
458756,-1
533224,-1
463851,-1
446084,-1
267435,-1
265316,-1
288506,-1
205440,-1
490507,-1
177182,-1
544312,-1
352176,-1
54038,-1
51443,-1
114162,-1
123457,-1
537532,-1
111067,-1
207215,-1
70660,-1
502232,-1
462132,-1
462944,-1
576543,-1
411171,-1
374661,-1
51152,-1
179618,-1
534633,-1
513482,-1
359497,-1
147342,-1
525232,-1
343158,-1
69675,-1
506750,-1
357799,-1
553660,-1
79610,-1
476086,-1
404502,-1
553487,-1
426841,-1
519939,-1
66944,-1
196985,-1
436038,-1
294034,-1
545731,-1
256215,-1
403170,-1
162077,-1
205443,-1
143989,-1
334665,-1
277778,-1
200241,-1
73215,-1
334852,-1
159823,-1
78614,-1
14377,-1
233290,-1
446829,-1
379470,-1
503541,-1
217978,-1
526172,-1
548647,-1
62558,-1
7583,-1
563123,-1
337390,-1
10478,-1
172197,-1
453025,-1
327576,-1
181828,-1
397132,-1
6101,-1
494409,-1
100626,-1
179550,-1
117117,-1
215612,-1
81743,-1
337401,-1
120414,-1
223664,-1
21316,-1
188587,-1
60425,-1
557985,-1
12490,-1
9045,-1
492325,-1
123201,-1
27829,-1
241342,-1
259964,-1
253087,-1
282883,-1
75603,-1
63370,-1
386964,-1
131697,-1
322630,-1
291018,-1
462052,-1
129117,-1
167870,-1
181699,-1
95308,-1
322080,-1
517517,-1
323389,-1
229318,-1
520843,-1
435096,-1
399408,-1
350842,-1
534751,-1
414463,-1
352073,-1
513451,-1
80134,-1
360179,-1
203702,-1
21531,-1
416117,-1
454692,-1
